LSOA_Code,RUC21CD,RUC21NM,Urban_rural_flag
E01033842,UN1,Urban: Nearer to a major town or city,Urban
E01033843,UN1,Urban: Nearer to a major town or city,Urban
E01033844,UN1,Urban: Nearer to a major town or city,Urban
E01033845,UN1,Urban: Nearer to a major town or city,Urban
E01033846,UN1,Urban: Nearer to a major town or city,Urban
E01033847,UN1,Urban: Nearer to a major town or city,Urban
E01033848,UN1,Urban: Nearer to a major town or city,Urban
E01033849,UN1,Urban: Nearer to a major town or city,Urban
E01033850,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033851,UN1,Urban: Nearer to a major town or city,Urban
E01033852,UN1,Urban: Nearer to a major town or city,Urban
E01033853,UN1,Urban: Nearer to a major town or city,Urban
E01033854,UN1,Urban: Nearer to a major town or city,Urban
E01033855,UN1,Urban: Nearer to a major town or city,Urban
E01033856,UN1,Urban: Nearer to a major town or city,Urban
E01033857,UN1,Urban: Nearer to a major town or city,Urban
E01033858,UN1,Urban: Nearer to a major town or city,Urban
E01033769,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033922,UN1,Urban: Nearer to a major town or city,Urban
E01033860,UN1,Urban: Nearer to a major town or city,Urban
E01033486,UN1,Urban: Nearer to a major town or city,Urban
E01033923,UN1,Urban: Nearer to a major town or city,Urban
E01033861,UN1,Urban: Nearer to a major town or city,Urban
E01033487,UN1,Urban: Nearer to a major town or city,Urban
E01033924,UN1,Urban: Nearer to a major town or city,Urban
E01033862,UN1,Urban: Nearer to a major town or city,Urban
E01033488,UN1,Urban: Nearer to a major town or city,Urban
E01033925,UN1,Urban: Nearer to a major town or city,Urban
E01033863,UN1,Urban: Nearer to a major town or city,Urban
E01033489,UN1,Urban: Nearer to a major town or city,Urban
E01033926,UN1,Urban: Nearer to a major town or city,Urban
E01033864,UN1,Urban: Nearer to a major town or city,Urban
E01033490,UN1,Urban: Nearer to a major town or city,Urban
E01033927,UN1,Urban: Nearer to a major town or city,Urban
E01033865,UN1,Urban: Nearer to a major town or city,Urban
E01033491,UN1,Urban: Nearer to a major town or city,Urban
E01033928,UN1,Urban: Nearer to a major town or city,Urban
E01033866,UN1,Urban: Nearer to a major town or city,Urban
E01033493,UN1,Urban: Nearer to a major town or city,Urban
E01033929,UN1,Urban: Nearer to a major town or city,Urban
E01033867,UN1,Urban: Nearer to a major town or city,Urban
E01033494,UN1,Urban: Nearer to a major town or city,Urban
E01033930,UN1,Urban: Nearer to a major town or city,Urban
E01033868,UN1,Urban: Nearer to a major town or city,Urban
E01033495,UN1,Urban: Nearer to a major town or city,Urban
E01033869,UN1,Urban: Nearer to a major town or city,Urban
E01033931,UN1,Urban: Nearer to a major town or city,Urban
E01033496,UN1,Urban: Nearer to a major town or city,Urban
E01033870,UN1,Urban: Nearer to a major town or city,Urban
E01033932,UN1,Urban: Nearer to a major town or city,Urban
E01033497,UN1,Urban: Nearer to a major town or city,Urban
E01033871,UN1,Urban: Nearer to a major town or city,Urban
E01033933,UN1,Urban: Nearer to a major town or city,Urban
E01033498,UN1,Urban: Nearer to a major town or city,Urban
E01033872,UN1,Urban: Nearer to a major town or city,Urban
E01033934,UN1,Urban: Nearer to a major town or city,Urban
E01033499,UN1,Urban: Nearer to a major town or city,Urban
E01033873,UN1,Urban: Nearer to a major town or city,Urban
E01033935,UN1,Urban: Nearer to a major town or city,Urban
E01033500,UN1,Urban: Nearer to a major town or city,Urban
E01033874,UN1,Urban: Nearer to a major town or city,Urban
E01033936,UN1,Urban: Nearer to a major town or city,Urban
E01033501,UN1,Urban: Nearer to a major town or city,Urban
E01033770,UF1,Urban: Further from a major town or city,Urban
E01033875,UN1,Urban: Nearer to a major town or city,Urban
E01033937,UN1,Urban: Nearer to a major town or city,Urban
E01033503,UN1,Urban: Nearer to a major town or city,Urban
E01033938,UN1,Urban: Nearer to a major town or city,Urban
E01033771,UF1,Urban: Further from a major town or city,Urban
E01033876,UN1,Urban: Nearer to a major town or city,Urban
E01033506,UN1,Urban: Nearer to a major town or city,Urban
E01033939,UN1,Urban: Nearer to a major town or city,Urban
E01033772,UF1,Urban: Further from a major town or city,Urban
E01033877,UN1,Urban: Nearer to a major town or city,Urban
E01033508,UN1,Urban: Nearer to a major town or city,Urban
E01033940,UN1,Urban: Nearer to a major town or city,Urban
E01033773,UF1,Urban: Further from a major town or city,Urban
E01033878,UN1,Urban: Nearer to a major town or city,Urban
E01033511,UN1,Urban: Nearer to a major town or city,Urban
E01033941,UN1,Urban: Nearer to a major town or city,Urban
E01033774,UF1,Urban: Further from a major town or city,Urban
E01033879,UN1,Urban: Nearer to a major town or city,Urban
E01033514,UN1,Urban: Nearer to a major town or city,Urban
E01033942,UN1,Urban: Nearer to a major town or city,Urban
E01033775,UF1,Urban: Further from a major town or city,Urban
E01033880,UN1,Urban: Nearer to a major town or city,Urban
E01033881,UN1,Urban: Nearer to a major town or city,Urban
E01033882,UN1,Urban: Nearer to a major town or city,Urban
E01033883,UN1,Urban: Nearer to a major town or city,Urban
E01033884,UN1,Urban: Nearer to a major town or city,Urban
E01033885,UN1,Urban: Nearer to a major town or city,Urban
E01033886,UN1,Urban: Nearer to a major town or city,Urban
E01033887,UN1,Urban: Nearer to a major town or city,Urban
E01033888,UN1,Urban: Nearer to a major town or city,Urban
E01033889,UN1,Urban: Nearer to a major town or city,Urban
E01033890,UN1,Urban: Nearer to a major town or city,Urban
E01033891,UN1,Urban: Nearer to a major town or city,Urban
E01033892,UN1,Urban: Nearer to a major town or city,Urban
E01033893,UN1,Urban: Nearer to a major town or city,Urban
E01033894,UN1,Urban: Nearer to a major town or city,Urban
E01033895,UN1,Urban: Nearer to a major town or city,Urban
E01033896,UN1,Urban: Nearer to a major town or city,Urban
E01033897,UN1,Urban: Nearer to a major town or city,Urban
E01033898,UN1,Urban: Nearer to a major town or city,Urban
E01033899,UN1,Urban: Nearer to a major town or city,Urban
E01033900,UN1,Urban: Nearer to a major town or city,Urban
E01033901,UN1,Urban: Nearer to a major town or city,Urban
E01033902,UN1,Urban: Nearer to a major town or city,Urban
E01033903,UN1,Urban: Nearer to a major town or city,Urban
E01033904,UN1,Urban: Nearer to a major town or city,Urban
E01033905,UN1,Urban: Nearer to a major town or city,Urban
E01033906,UN1,Urban: Nearer to a major town or city,Urban
E01033907,UN1,Urban: Nearer to a major town or city,Urban
E01033908,UN1,Urban: Nearer to a major town or city,Urban
E01033515,UN1,Urban: Nearer to a major town or city,Urban
E01033943,UN1,Urban: Nearer to a major town or city,Urban
E01033776,UF1,Urban: Further from a major town or city,Urban
E01033517,UN1,Urban: Nearer to a major town or city,Urban
E01033944,UN1,Urban: Nearer to a major town or city,Urban
E01033777,UN1,Urban: Nearer to a major town or city,Urban
E01033519,UN1,Urban: Nearer to a major town or city,Urban
E01033945,UN1,Urban: Nearer to a major town or city,Urban
E01033778,UN1,Urban: Nearer to a major town or city,Urban
E01033520,UN1,Urban: Nearer to a major town or city,Urban
E01033946,UN1,Urban: Nearer to a major town or city,Urban
E01033779,UN1,Urban: Nearer to a major town or city,Urban
E01033522,UN1,Urban: Nearer to a major town or city,Urban
E01033947,UN1,Urban: Nearer to a major town or city,Urban
E01033780,UN1,Urban: Nearer to a major town or city,Urban
E01033523,UN1,Urban: Nearer to a major town or city,Urban
E01033526,UF1,Urban: Further from a major town or city,Urban
E01033527,UF1,Urban: Further from a major town or city,Urban
E01033528,UF1,Urban: Further from a major town or city,Urban
E01033530,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033532,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033533,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033534,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033535,UN1,Urban: Nearer to a major town or city,Urban
E01033536,UN1,Urban: Nearer to a major town or city,Urban
E01033537,UN1,Urban: Nearer to a major town or city,Urban
E01033539,UF1,Urban: Further from a major town or city,Urban
E01033540,UN1,Urban: Nearer to a major town or city,Urban
E01033541,UF1,Urban: Further from a major town or city,Urban
E01033543,UN1,Urban: Nearer to a major town or city,Urban
E01033545,UN1,Urban: Nearer to a major town or city,Urban
E01033948,UN1,Urban: Nearer to a major town or city,Urban
E01033547,UN1,Urban: Nearer to a major town or city,Urban
E01033781,UN1,Urban: Nearer to a major town or city,Urban
E01033949,UN1,Urban: Nearer to a major town or city,Urban
E01033548,UN1,Urban: Nearer to a major town or city,Urban
E01033782,UN1,Urban: Nearer to a major town or city,Urban
E01033950,UN1,Urban: Nearer to a major town or city,Urban
E01033550,UN1,Urban: Nearer to a major town or city,Urban
E01033951,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033783,UN1,Urban: Nearer to a major town or city,Urban
E01033551,UN1,Urban: Nearer to a major town or city,Urban
E01033784,UN1,Urban: Nearer to a major town or city,Urban
E01033553,UN1,Urban: Nearer to a major town or city,Urban
E01033952,UN1,Urban: Nearer to a major town or city,Urban
E01033785,UN1,Urban: Nearer to a major town or city,Urban
E01033556,UN1,Urban: Nearer to a major town or city,Urban
E01033953,UN1,Urban: Nearer to a major town or city,Urban
E01033786,UN1,Urban: Nearer to a major town or city,Urban
E01033557,UN1,Urban: Nearer to a major town or city,Urban
E01033954,UN1,Urban: Nearer to a major town or city,Urban
E01033787,UN1,Urban: Nearer to a major town or city,Urban
E01033559,UN1,Urban: Nearer to a major town or city,Urban
E01033955,UN1,Urban: Nearer to a major town or city,Urban
E01033788,UN1,Urban: Nearer to a major town or city,Urban
E01033561,UN1,Urban: Nearer to a major town or city,Urban
E01033956,UN1,Urban: Nearer to a major town or city,Urban
E01033789,UN1,Urban: Nearer to a major town or city,Urban
E01033562,UN1,Urban: Nearer to a major town or city,Urban
E01033564,UN1,Urban: Nearer to a major town or city,Urban
E01033565,UN1,Urban: Nearer to a major town or city,Urban
E01033567,UN1,Urban: Nearer to a major town or city,Urban
E01033569,UN1,Urban: Nearer to a major town or city,Urban
E01033570,UN1,Urban: Nearer to a major town or city,Urban
E01033571,UN1,Urban: Nearer to a major town or city,Urban
E01033579,UN1,Urban: Nearer to a major town or city,Urban
E01033580,UN1,Urban: Nearer to a major town or city,Urban
E01033581,UN1,Urban: Nearer to a major town or city,Urban
E01033582,UN1,Urban: Nearer to a major town or city,Urban
E01033584,UN1,Urban: Nearer to a major town or city,Urban
E01033586,UN1,Urban: Nearer to a major town or city,Urban
E01033587,UN1,Urban: Nearer to a major town or city,Urban
E01033589,UN1,Urban: Nearer to a major town or city,Urban
E01033590,UN1,Urban: Nearer to a major town or city,Urban
E01033591,UN1,Urban: Nearer to a major town or city,Urban
E01033592,UN1,Urban: Nearer to a major town or city,Urban
E01033593,UN1,Urban: Nearer to a major town or city,Urban
E01033594,UN1,Urban: Nearer to a major town or city,Urban
E01033597,UN1,Urban: Nearer to a major town or city,Urban
E01033598,UN1,Urban: Nearer to a major town or city,Urban
E01033599,UN1,Urban: Nearer to a major town or city,Urban
E01033601,UN1,Urban: Nearer to a major town or city,Urban
E01033602,UN1,Urban: Nearer to a major town or city,Urban
E01033603,UN1,Urban: Nearer to a major town or city,Urban
E01033604,UN1,Urban: Nearer to a major town or city,Urban
E01033605,UN1,Urban: Nearer to a major town or city,Urban
E01033609,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033610,UN1,Urban: Nearer to a major town or city,Urban
E01033611,UN1,Urban: Nearer to a major town or city,Urban
E01033612,UN1,Urban: Nearer to a major town or city,Urban
E01033613,UN1,Urban: Nearer to a major town or city,Urban
E01033614,UN1,Urban: Nearer to a major town or city,Urban
E01033615,UN1,Urban: Nearer to a major town or city,Urban
E01033616,UN1,Urban: Nearer to a major town or city,Urban
E01033617,UN1,Urban: Nearer to a major town or city,Urban
E01033618,UN1,Urban: Nearer to a major town or city,Urban
E01033620,UN1,Urban: Nearer to a major town or city,Urban
E01033957,UN1,Urban: Nearer to a major town or city,Urban
E01033958,UN1,Urban: Nearer to a major town or city,Urban
E01033790,UN1,Urban: Nearer to a major town or city,Urban
E01033791,UN1,Urban: Nearer to a major town or city,Urban
E01033792,UN1,Urban: Nearer to a major town or city,Urban
E01033793,UN1,Urban: Nearer to a major town or city,Urban
E01033794,UN1,Urban: Nearer to a major town or city,Urban
E01033795,UN1,Urban: Nearer to a major town or city,Urban
E01033796,UN1,Urban: Nearer to a major town or city,Urban
E01033797,UN1,Urban: Nearer to a major town or city,Urban
E01033798,UN1,Urban: Nearer to a major town or city,Urban
E01033799,UN1,Urban: Nearer to a major town or city,Urban
E01033800,UN1,Urban: Nearer to a major town or city,Urban
E01033801,UN1,Urban: Nearer to a major town or city,Urban
E01033802,UN1,Urban: Nearer to a major town or city,Urban
E01033803,UN1,Urban: Nearer to a major town or city,Urban
E01033804,UN1,Urban: Nearer to a major town or city,Urban
E01033805,UN1,Urban: Nearer to a major town or city,Urban
E01033806,UN1,Urban: Nearer to a major town or city,Urban
E01033807,UN1,Urban: Nearer to a major town or city,Urban
E01033808,UN1,Urban: Nearer to a major town or city,Urban
E01034009,UN1,Urban: Nearer to a major town or city,Urban
E01034010,UN1,Urban: Nearer to a major town or city,Urban
E01034011,UN1,Urban: Nearer to a major town or city,Urban
E01034012,UN1,Urban: Nearer to a major town or city,Urban
E01034013,UN1,Urban: Nearer to a major town or city,Urban
E01034159,UN1,Urban: Nearer to a major town or city,Urban
E01034014,UN1,Urban: Nearer to a major town or city,Urban
E01034015,UN1,Urban: Nearer to a major town or city,Urban
E01034016,UN1,Urban: Nearer to a major town or city,Urban
E01034017,UN1,Urban: Nearer to a major town or city,Urban
E01034018,UN1,Urban: Nearer to a major town or city,Urban
E01034019,UN1,Urban: Nearer to a major town or city,Urban
E01034020,UN1,Urban: Nearer to a major town or city,Urban
E01034021,UN1,Urban: Nearer to a major town or city,Urban
E01034022,UN1,Urban: Nearer to a major town or city,Urban
E01034023,UN1,Urban: Nearer to a major town or city,Urban
E01034024,UN1,Urban: Nearer to a major town or city,Urban
E01034025,UN1,Urban: Nearer to a major town or city,Urban
E01034026,UN1,Urban: Nearer to a major town or city,Urban
E01034027,UN1,Urban: Nearer to a major town or city,Urban
E01034028,UN1,Urban: Nearer to a major town or city,Urban
E01034029,UN1,Urban: Nearer to a major town or city,Urban
E01034030,UN1,Urban: Nearer to a major town or city,Urban
E01034031,UN1,Urban: Nearer to a major town or city,Urban
E01034032,UN1,Urban: Nearer to a major town or city,Urban
E01034033,UN1,Urban: Nearer to a major town or city,Urban
E01034034,UN1,Urban: Nearer to a major town or city,Urban
E01034035,UN1,Urban: Nearer to a major town or city,Urban
E01034036,UN1,Urban: Nearer to a major town or city,Urban
E01034037,UN1,Urban: Nearer to a major town or city,Urban
E01034038,UN1,Urban: Nearer to a major town or city,Urban
E01034039,UN1,Urban: Nearer to a major town or city,Urban
E01034040,UN1,Urban: Nearer to a major town or city,Urban
E01034041,UN1,Urban: Nearer to a major town or city,Urban
E01034042,UN1,Urban: Nearer to a major town or city,Urban
E01034043,UN1,Urban: Nearer to a major town or city,Urban
E01034044,UN1,Urban: Nearer to a major town or city,Urban
E01034045,UN1,Urban: Nearer to a major town or city,Urban
E01034046,UN1,Urban: Nearer to a major town or city,Urban
E01034047,UN1,Urban: Nearer to a major town or city,Urban
E01034048,UN1,Urban: Nearer to a major town or city,Urban
E01034049,UN1,Urban: Nearer to a major town or city,Urban
E01034050,UN1,Urban: Nearer to a major town or city,Urban
E01034051,UN1,Urban: Nearer to a major town or city,Urban
E01034052,UN1,Urban: Nearer to a major town or city,Urban
E01034053,UN1,Urban: Nearer to a major town or city,Urban
E01034054,UN1,Urban: Nearer to a major town or city,Urban
E01034055,UN1,Urban: Nearer to a major town or city,Urban
E01034056,UN1,Urban: Nearer to a major town or city,Urban
E01034057,UN1,Urban: Nearer to a major town or city,Urban
E01034058,UN1,Urban: Nearer to a major town or city,Urban
E01034109,UN1,Urban: Nearer to a major town or city,Urban
E01034212,UN1,Urban: Nearer to a major town or city,Urban
E01034213,UN1,Urban: Nearer to a major town or city,Urban
E01034214,UN1,Urban: Nearer to a major town or city,Urban
E01034215,UN1,Urban: Nearer to a major town or city,Urban
E01034216,UN1,Urban: Nearer to a major town or city,Urban
E01034217,UN1,Urban: Nearer to a major town or city,Urban
E01034218,UN1,Urban: Nearer to a major town or city,Urban
E01034219,UN1,Urban: Nearer to a major town or city,Urban
E01034220,UN1,Urban: Nearer to a major town or city,Urban
E01034221,UN1,Urban: Nearer to a major town or city,Urban
E01034222,UN1,Urban: Nearer to a major town or city,Urban
E01034223,UN1,Urban: Nearer to a major town or city,Urban
E01034224,UN1,Urban: Nearer to a major town or city,Urban
E01034225,UN1,Urban: Nearer to a major town or city,Urban
E01034226,UN1,Urban: Nearer to a major town or city,Urban
E01034227,UN1,Urban: Nearer to a major town or city,Urban
E01034228,UN1,Urban: Nearer to a major town or city,Urban
E01034229,UN1,Urban: Nearer to a major town or city,Urban
E01034230,UN1,Urban: Nearer to a major town or city,Urban
E01034231,UN1,Urban: Nearer to a major town or city,Urban
E01034232,UN1,Urban: Nearer to a major town or city,Urban
E01034233,UN1,Urban: Nearer to a major town or city,Urban
E01034234,UN1,Urban: Nearer to a major town or city,Urban
E01034235,UN1,Urban: Nearer to a major town or city,Urban
E01034236,UN1,Urban: Nearer to a major town or city,Urban
E01034237,UN1,Urban: Nearer to a major town or city,Urban
E01034238,UN1,Urban: Nearer to a major town or city,Urban
E01034239,UN1,Urban: Nearer to a major town or city,Urban
E01034240,UN1,Urban: Nearer to a major town or city,Urban
E01034241,UN1,Urban: Nearer to a major town or city,Urban
E01034242,UN1,Urban: Nearer to a major town or city,Urban
E01034243,UN1,Urban: Nearer to a major town or city,Urban
E01034244,RLN1,Larger rural: Nearer to a major town or city,Rural
E01034245,RLN1,Larger rural: Nearer to a major town or city,Rural
E01034246,UN1,Urban: Nearer to a major town or city,Urban
E01034247,UN1,Urban: Nearer to a major town or city,Urban
E01034248,UN1,Urban: Nearer to a major town or city,Urban
E01034249,UN1,Urban: Nearer to a major town or city,Urban
E01034250,UN1,Urban: Nearer to a major town or city,Urban
E01034251,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01034252,UN1,Urban: Nearer to a major town or city,Urban
E01034253,UN1,Urban: Nearer to a major town or city,Urban
E01034254,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01034255,UN1,Urban: Nearer to a major town or city,Urban
E01034256,UN1,Urban: Nearer to a major town or city,Urban
E01034257,UN1,Urban: Nearer to a major town or city,Urban
E01034258,UN1,Urban: Nearer to a major town or city,Urban
E01034259,UN1,Urban: Nearer to a major town or city,Urban
E01034260,UN1,Urban: Nearer to a major town or city,Urban
E01034261,UN1,Urban: Nearer to a major town or city,Urban
E01034110,UN1,Urban: Nearer to a major town or city,Urban
E01034160,UN1,Urban: Nearer to a major town or city,Urban
E01034161,UN1,Urban: Nearer to a major town or city,Urban
E01034162,UN1,Urban: Nearer to a major town or city,Urban
E01034165,UN1,Urban: Nearer to a major town or city,Urban
E01034166,UN1,Urban: Nearer to a major town or city,Urban
E01034167,UN1,Urban: Nearer to a major town or city,Urban
E01034168,UN1,Urban: Nearer to a major town or city,Urban
E01034169,UF1,Urban: Further from a major town or city,Urban
E01034170,UF1,Urban: Further from a major town or city,Urban
E01034171,UF1,Urban: Further from a major town or city,Urban
E01034172,UF1,Urban: Further from a major town or city,Urban
E01034173,UN1,Urban: Nearer to a major town or city,Urban
E01034174,UN1,Urban: Nearer to a major town or city,Urban
E01034175,UN1,Urban: Nearer to a major town or city,Urban
E01034176,UN1,Urban: Nearer to a major town or city,Urban
E01034177,UN1,Urban: Nearer to a major town or city,Urban
E01034178,UN1,Urban: Nearer to a major town or city,Urban
E01034179,UN1,Urban: Nearer to a major town or city,Urban
E01034180,UN1,Urban: Nearer to a major town or city,Urban
E01034181,UN1,Urban: Nearer to a major town or city,Urban
E01034182,UN1,Urban: Nearer to a major town or city,Urban
E01034183,UN1,Urban: Nearer to a major town or city,Urban
E01034184,UN1,Urban: Nearer to a major town or city,Urban
E01034185,UN1,Urban: Nearer to a major town or city,Urban
E01034186,UN1,Urban: Nearer to a major town or city,Urban
E01034187,UN1,Urban: Nearer to a major town or city,Urban
E01034188,UN1,Urban: Nearer to a major town or city,Urban
E01034189,UN1,Urban: Nearer to a major town or city,Urban
E01034190,UN1,Urban: Nearer to a major town or city,Urban
E01034191,UN1,Urban: Nearer to a major town or city,Urban
E01034192,UN1,Urban: Nearer to a major town or city,Urban
E01034193,UN1,Urban: Nearer to a major town or city,Urban
E01034194,UN1,Urban: Nearer to a major town or city,Urban
E01034195,UN1,Urban: Nearer to a major town or city,Urban
E01034196,UN1,Urban: Nearer to a major town or city,Urban
E01034198,UN1,Urban: Nearer to a major town or city,Urban
E01034199,UN1,Urban: Nearer to a major town or city,Urban
E01034200,UN1,Urban: Nearer to a major town or city,Urban
E01034201,UN1,Urban: Nearer to a major town or city,Urban
E01034202,UN1,Urban: Nearer to a major town or city,Urban
E01034203,UN1,Urban: Nearer to a major town or city,Urban
E01034204,UN1,Urban: Nearer to a major town or city,Urban
E01034205,UN1,Urban: Nearer to a major town or city,Urban
E01034206,UN1,Urban: Nearer to a major town or city,Urban
E01034207,UN1,Urban: Nearer to a major town or city,Urban
E01034208,UN1,Urban: Nearer to a major town or city,Urban
E01034209,UN1,Urban: Nearer to a major town or city,Urban
E01034210,UN1,Urban: Nearer to a major town or city,Urban
E01034211,UN1,Urban: Nearer to a major town or city,Urban
E01034111,UN1,Urban: Nearer to a major town or city,Urban
E01034112,UN1,Urban: Nearer to a major town or city,Urban
E01034113,UN1,Urban: Nearer to a major town or city,Urban
E01034114,UN1,Urban: Nearer to a major town or city,Urban
E01034115,UN1,Urban: Nearer to a major town or city,Urban
E01034116,UN1,Urban: Nearer to a major town or city,Urban
E01034117,UN1,Urban: Nearer to a major town or city,Urban
E01034118,UN1,Urban: Nearer to a major town or city,Urban
E01034119,UN1,Urban: Nearer to a major town or city,Urban
E01034120,UN1,Urban: Nearer to a major town or city,Urban
E01034121,UN1,Urban: Nearer to a major town or city,Urban
E01034122,UN1,Urban: Nearer to a major town or city,Urban
E01034123,UN1,Urban: Nearer to a major town or city,Urban
E01034124,UN1,Urban: Nearer to a major town or city,Urban
E01034125,UN1,Urban: Nearer to a major town or city,Urban
E01034126,UN1,Urban: Nearer to a major town or city,Urban
E01034127,UN1,Urban: Nearer to a major town or city,Urban
E01034128,UN1,Urban: Nearer to a major town or city,Urban
E01034129,UN1,Urban: Nearer to a major town or city,Urban
E01034130,UN1,Urban: Nearer to a major town or city,Urban
E01034131,UN1,Urban: Nearer to a major town or city,Urban
E01034132,UN1,Urban: Nearer to a major town or city,Urban
E01034133,UN1,Urban: Nearer to a major town or city,Urban
E01034134,UN1,Urban: Nearer to a major town or city,Urban
E01034135,UN1,Urban: Nearer to a major town or city,Urban
E01034136,UN1,Urban: Nearer to a major town or city,Urban
E01034137,UN1,Urban: Nearer to a major town or city,Urban
E01034138,UN1,Urban: Nearer to a major town or city,Urban
E01034139,UN1,Urban: Nearer to a major town or city,Urban
E01034140,UN1,Urban: Nearer to a major town or city,Urban
E01034141,UN1,Urban: Nearer to a major town or city,Urban
E01034142,UN1,Urban: Nearer to a major town or city,Urban
E01034143,UN1,Urban: Nearer to a major town or city,Urban
E01034144,UN1,Urban: Nearer to a major town or city,Urban
E01034145,UN1,Urban: Nearer to a major town or city,Urban
E01034146,UN1,Urban: Nearer to a major town or city,Urban
E01034147,UN1,Urban: Nearer to a major town or city,Urban
E01034148,UN1,Urban: Nearer to a major town or city,Urban
E01034149,UN1,Urban: Nearer to a major town or city,Urban
E01034150,UN1,Urban: Nearer to a major town or city,Urban
E01034151,UN1,Urban: Nearer to a major town or city,Urban
E01034152,UN1,Urban: Nearer to a major town or city,Urban
E01034153,UN1,Urban: Nearer to a major town or city,Urban
E01034154,UN1,Urban: Nearer to a major town or city,Urban
E01034155,UN1,Urban: Nearer to a major town or city,Urban
E01034156,UN1,Urban: Nearer to a major town or city,Urban
E01034157,UN1,Urban: Nearer to a major town or city,Urban
E01034158,UN1,Urban: Nearer to a major town or city,Urban
E01033959,UN1,Urban: Nearer to a major town or city,Urban
E01033960,UN1,Urban: Nearer to a major town or city,Urban
E01033961,UN1,Urban: Nearer to a major town or city,Urban
E01033962,UN1,Urban: Nearer to a major town or city,Urban
E01033963,UN1,Urban: Nearer to a major town or city,Urban
E01033964,UN1,Urban: Nearer to a major town or city,Urban
E01033965,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033966,UN1,Urban: Nearer to a major town or city,Urban
E01033967,UN1,Urban: Nearer to a major town or city,Urban
E01033968,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033969,RLN1,Larger rural: Nearer to a major town or city,Rural
E01033970,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033971,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01033972,UN1,Urban: Nearer to a major town or city,Urban
E01033973,UN1,Urban: Nearer to a major town or city,Urban
E01034262,UN1,Urban: Nearer to a major town or city,Urban
E01033974,UN1,Urban: Nearer to a major town or city,Urban
E01033975,UN1,Urban: Nearer to a major town or city,Urban
E01033976,UN1,Urban: Nearer to a major town or city,Urban
E01033977,UN1,Urban: Nearer to a major town or city,Urban
E01033978,UN1,Urban: Nearer to a major town or city,Urban
E01034263,UN1,Urban: Nearer to a major town or city,Urban
E01033979,UN1,Urban: Nearer to a major town or city,Urban
E01034264,UN1,Urban: Nearer to a major town or city,Urban
E01034312,UN1,Urban: Nearer to a major town or city,Urban
E01033980,UN1,Urban: Nearer to a major town or city,Urban
E01034265,UN1,Urban: Nearer to a major town or city,Urban
E01034313,UN1,Urban: Nearer to a major town or city,Urban
E01034059,UN1,Urban: Nearer to a major town or city,Urban
E01033981,UN1,Urban: Nearer to a major town or city,Urban
E01034266,UN1,Urban: Nearer to a major town or city,Urban
E01034314,UN1,Urban: Nearer to a major town or city,Urban
E01034060,UN1,Urban: Nearer to a major town or city,Urban
E01033982,UN1,Urban: Nearer to a major town or city,Urban
E01034267,UN1,Urban: Nearer to a major town or city,Urban
E01034315,UN1,Urban: Nearer to a major town or city,Urban
E01034061,UN1,Urban: Nearer to a major town or city,Urban
E01034062,UN1,Urban: Nearer to a major town or city,Urban
E01034063,UN1,Urban: Nearer to a major town or city,Urban
E01034064,UN1,Urban: Nearer to a major town or city,Urban
E01034065,UN1,Urban: Nearer to a major town or city,Urban
E01034066,UN1,Urban: Nearer to a major town or city,Urban
E01034067,UN1,Urban: Nearer to a major town or city,Urban
E01034068,RLF1,Larger rural: Further from a major town or city,Rural
E01034069,UF1,Urban: Further from a major town or city,Urban
E01034070,UN1,Urban: Nearer to a major town or city,Urban
E01034071,UN1,Urban: Nearer to a major town or city,Urban
E01034072,UN1,Urban: Nearer to a major town or city,Urban
E01034073,RLN1,Larger rural: Nearer to a major town or city,Rural
E01034074,UN1,Urban: Nearer to a major town or city,Urban
E01034075,RSF1,Smaller rural: Further from a major town or city,Rural
E01034076,RLF1,Larger rural: Further from a major town or city,Rural
E01034077,RLF1,Larger rural: Further from a major town or city,Rural
E01034078,UF1,Urban: Further from a major town or city,Urban
E01034079,UF1,Urban: Further from a major town or city,Urban
E01034080,RLF1,Larger rural: Further from a major town or city,Rural
E01034081,UN1,Urban: Nearer to a major town or city,Urban
E01034082,UN1,Urban: Nearer to a major town or city,Urban
E01034083,UN1,Urban: Nearer to a major town or city,Urban
E01034084,UN1,Urban: Nearer to a major town or city,Urban
E01034085,UN1,Urban: Nearer to a major town or city,Urban
E01034086,RLN1,Larger rural: Nearer to a major town or city,Rural
E01034087,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01034088,UN1,Urban: Nearer to a major town or city,Urban
E01034089,UN1,Urban: Nearer to a major town or city,Urban
